icao_code,country_code,iata_code,lng,name,lat
ESGG,SE,GOT,12.29,Gothenburg-Landvetter Airport,57.67
TBPB,BB,BGI,-59.49,Grantley Adams International Airport,13.08
LOWG,AT,GRZ,15.44,Graz Airport,46.99
EGJB,GG,GCI,-2.6,Guernsey Airport,49.43
KHLN,US,HLN,-111.99,Helena Regional Airport,46.61
UBBB,AZ,GYD,50.05,Heydar Aliyev International Airport,40.46
RKSI,KR,ICN,126.45,Incheon International Airport,37.46
UIII,RU,IKT,104.38,Irkutsk Airport,52.27
PHOG,US,OGG,-156.43,Kahului Airport,20.9
ESMQ,SE,KLR,16.29,Kalmar OEland Airport,56.68
EDSB,DE,FKB,8.08,Karlsruhe/Baden-Baden Airport,48.78
EDVK,DE,KSF,9.38,Kassel-Calden Airport,51.41
EYKA,LT,KUN,24.08,Kaunas Airport,54.96
UMKK,RU,KGD,20.59,Khrabrovo Airport,54.89
LZKZ,SK,KSC,21.24,Kosice International Airport,48.66
TXKF,BM,BDA,-64.69,L.F. Wade International Airport,32.36
GCRR,ES,ACE,-13.61,Lanzarote Airport,28.95
KABE,US,ABE,-75.44,Lehigh Valley International Airport,40.65
LIRF,IT,FCO,12.25,Leonardo da Vinci-Fiumicino Airport,41.8
EGGP,GB,LPL,-2.85,Liverpool John Lennon Airport,53.33
KLBB,US,LBB,-101.82,Lubbock Preston Smith International Airport,33.66
MYNN,BS,NAS,-77.47,Lynden Pindling International Airport,25.05
VRMM,MV,MLE,73.53,Velana International Airport,4.19
EGCC,GB,MAN,-2.27,Manchester Airport,53.36
KTYS,US,TYS,-83.99,McGhee Tyson Airport,35.81
YMEN,AU,MEB,144.9,Essendon Airport,-37.73
KTMB,US,TMB,-80.43,Miami Executive Airport,25.65
KMOB,US,MOB,-88.24,Mobile Regional Airport,30.69
DNMM,NG,LOS,3.32,Murtala Muhammed International Airport,6.58
RJAA,JP,NRT,140.39,Narita International Airport,35.77
KILG,US,ILG,-75.61,New Castle Airport,39.68
RJCC,JP,CTS,141.69,New Chitose Airport,42.78
EGNT,GB,NCL,-1.7,Newcastle International Airport,55.04
RJSN,JP,KIJ,139.12,Niigata Airport,37.95
RPLL,PH,MNL,121.01,Ninoy Aquino International Airport,14.51
ESOE,SE,ORB,15.04,OErebro Airport,59.22
EYPA,LT,PLQ,21.09,Palanga International Airport,55.97
KPSP,US,PSP,-116.51,Palm Springs International Airport,33.83
LFOB,FR,BVA,2.11,Beauvais-Tille Airport,49.46
LIMP,IT,PMF,10.3,Parma Airport,44.82
VDPP,KH,PNH,104.84,Phnom Penh International Airport,11.55
SAWG,AR,RGL,-69.3,Piloto Civil Norberto Fernandez International Airport,-51.61
LFBI,FR,PIS,0.31,Poitiers-Biard Airport,46.59
LZTT,SK,TAT,20.24,Poprad-Tatry Airport,49.07
YPPD,AU,PHE,118.63,Port Hedland International Airport,-20.38
LFRN,FR,RNS,-1.73,Rennes - Saint-Jacques,48.07
FMEE,RE,RUN,55.51,Roland Garros Airport,-20.89
USTR,RU,TJM,65.33,Roshchino International Airport,57.19
EPRZ,PL,RZE,22.02,Rzeszow-Jasionka Airport,50.11
EDDR,DE,SCN,7.11,Saarbruecken Airport,49.22
ENTO,NO,TRF,10.26,"Sandefjord Airport, Torp",59.18
KSRQ,US,SRQ,-82.55,Sarasota Bradenton International Airport,27.39
KSHV,US,SHV,-93.83,Shreveport Regional Airport,32.45
ESNS,SE,SFT,21.07,Skelleftea Airport,64.62
UHMM,RU,GDX,150.72,Sokol Airport,59.91
LRSV,RO,SCV,26.35,Suceava / Salcea Airport,47.69
GCXO,ES,TFN,-16.34,Tenerife North Airport,28.48
GCTS,ES,TFS,-16.57,Tenerife South Airport,28.04
MPTO,PA,PTY,-79.38,Tocumen International Airport,9.07
UNNT,RU,OVB,82.66,Tolmachevo Airport,55.01
KTUS,US,TUS,-110.94,Tucson International Airport,32.12
LIMF,IT,TRN,7.65,Turin Airport,45.2
KUNV,US,SCE,-77.85,University Park Airport,40.85
URML,RU,MCX,47.65,Uytash Airport,42.82
LIPX,IT,VRN,10.89,Verona Villafranca Airport,45.4
LEVX,ES,VGO,-8.63,Vigo Airport,42.23
EYVI,LT,VNO,25.28,Vilnius International Airport,54.64
NZWN,NZ,WLG,174.81,Wellington International Airport,-41.33
EDXW,DE,GWT,8.34,Westerland / Sylt,54.91
KCRW,US,CRW,-81.59,Yeager Airport,38.37
KYNG,US,YNG,-80.67,Youngstown-Warren Regional Airport,41.26
OMAA,AE,AUH,54.65,Abu Dhabi International Airport,24.43
SCFA,CL,ANF,-70.44,Aeropuerto Cerro Moreno,-23.45
EBAW,BE,ANR,4.46,Antwerp International Airport,51.19
OJAQ,JO,AQJ,35.02,King Hussein International Airport,29.61
KASE,US,ASE,-106.87,Aspen-Pitkin County Airport,39.22
UATG,KZ,GUW,51.82,Atyrau Airport,47.12
EDMA,DE,AGB,10.93,Augsburg Airport,48.43
MGGT,GT,GUA,-90.53,La Aurora International Airport,14.58
UUOB,RU,EGO,36.59,Belgorod International Airport,50.64
KBLI,US,BLI,-122.54,Bellingham International Airport,48.79
EGLK,GB,BBS,-0.85,Blackbushe Airport,51.32
KBCT,US,BCT,-80.11,Boca Raton Airport,26.38
USPP,RU,PEE,56.02,Perm International Airport,57.92
EGHH,GB,BOH,-1.84,Bournemouth Airport,50.78
FABL,ZA,BFN,26.3,Bram Fischer International Airport,-29.09
KBBG,US,BKG,-93.2,Branson Airport,36.53
LIEE,IT,CAG,9.06,Cagliari Elmas Airport,39.25
FACT,ZA,CPT,18.6,Cape Town International Airport,-33.97
LFPG,FR,CDG,2.56,Paris Charles de Gaulle Airport,49.01
USCC,RU,CEK,61.51,Chelyabinsk Airport,55.3
KCWF,US,CWF,-93.15,Chennault International Airport,30.22
KEWN,US,EWN,-77.04,Coastal Carolina Regional Airport,35.08
DTTJ,TN,DJE,10.78,Djerba-Zarzis International Airport,33.87
MMGL,MX,GDL,-103.31,Guadalajara International Airport,20.52
LDDU,HR,DBV,18.27,Dubrovnik Airport,42.56
KDLH,US,DLH,-92.19,Duluth International Airport,46.84
EHEH,NL,EIN,5.38,Eindhoven Airport,51.45
LGAV,GR,ATH,23.95,Eleftherios Venizelos International Airport,37.94
DTNH,TN,NBE,10.44,Enfidha - Hammamet International Airport,36.08
MPDA,PA,DAV,-82.43,David Airport,8.39
SKBQ,CO,BAQ,-74.78,Ernesto Cortissoz International Airport,10.89
DIAP,CI,ABJ,-3.93,Port Bouet Airport,5.26
KBZN,US,BZN,-111.16,Gallatin Field Airport,45.78
MMTJ,MX,TIJ,-116.97,General Abelardo L. Rodriguez International Airport,32.54
MMAA,MX,ACA,-99.75,General Juan N. Alvarez International Airport,16.76
MMMZ,MX,MZT,-106.27,General Rafael Buelna International Airport,23.16
MWCB,KY,CYB,-79.88,Sir Charles Kirkconnell International Airport,19.69
SBSG,BR,NAT,-35.37,Greater Natal International Airport,-5.77
GCLP,ES,LPA,-15.39,Gran Canaria Airport,27.93
WAAA,ID,UPG,119.55,Sultan Hasanuddin International Airport,-5.07
TNCC,CW,CUR,-68.96,Hato International Airport,12.19
EFHK,FI,HEL,24.96,Helsinki-Vantaa Airport,60.32
EDAH,DE,HDF,14.15,Heringsdorf Airport,53.88
RJOA,JP,HIJ,132.92,Hiroshima Airport,34.44
KIDA,US,IDA,-112.07,Idaho Falls Regional Airport,43.51
OIIE,IR,IKA,51.15,Imam Khomeini International Airport,35.41
KITH,US,ITH,-76.46,Ithaca Tompkins Regional Airport,42.49
VIJP,IN,JAI,75.81,Jaipur Airport,26.82
OPKC,PK,KHI,67.16,Jinnah International Airport,24.9
CYHM,CA,YHM,-79.93,John C. Munro Hamilton International Airport,43.17
RJFK,JP,KOJ,130.72,Kagoshima Airport,31.8
EIKY,IE,KIR,-9.53,Kerry Airport,52.18
OEJN,SA,JED,39.15,King Abdulaziz International Airport,21.67
OERK,SA,RUH,46.7,King Khalid International,24.96
UWWW,RU,KUF,50.15,Kurumoch International Airport,53.51
KIFP,US,IFP,-114.56,Laughlin Bullhead International Airport,35.16
KLEB,US,LEB,-72.31,Lebanon Municipal Airport,43.63
MMMX,MX,MEX,-99.07,Benito Juarez International Airport,19.44
MMPR,MX,PVR,-105.25,Licenciado Gustavo Diaz Ordaz International Airport,20.68
EVLA,LV,LPX,21.1,Liepaja East,56.52
MMSD,MX,SJD,-109.72,Los Cabos International Airport,23.16
EPLB,PL,LUZ,22.71,Lublin Airport,51.24
TJSJ,PR,SJU,-66,Luis Munoz Marin International Airport,18.44
LFLY,FR,LYN,4.94,Lyon-Bron Airport,45.73
ESMS,SE,MMX,13.37,Malmoe Airport,55.54
EDFM,DE,MHG,8.52,Mannheim City Airport,49.47
KMLB,US,MLB,-80.64,Melbourne International Airport,28.1
KPKB,US,PKB,-81.44,Wood County Airport,39.35
LRCK,RO,CND,28.49,Mihail Kogalniceanu International Airport,44.36
LQMO,BA,OMO,17.85,Mostar International Airport,43.28
KXNA,US,XNA,-94.3,Northwest Arkansas Regional Airport,36.28
FAOR,ZA,JNB,28.24,O.R. Tambo International Airport,-26.14
LROD,RO,OMR,21.9,Oradea International Airport,47.03
LKMT,CZ,OSR,18.11,Leos Janacek Airport Ostrava,49.7
EFOU,FI,OUL,25.36,Oulu Airport,64.93
LEPA,ES,PMI,2.73,Palma de Mallorca Airport,39.55
LFBP,FR,PUF,-0.42,Pau Pyrenees Airport,43.38
WMKP,MY,PEN,100.27,Penang International Airport,5.3
KGYR,US,GYR,-112.37,Phoenix Goodyear Airport,33.42
KPBG,US,PBG,-73.47,Plattsburgh International Airport,44.65
MDPC,DO,PUJ,-68.36,Punta Cana International Airport,18.57
TNCA,AW,AUA,-70.01,Queen Beatrix International Airport,12.5
VOHS,IN,HYD,78.43,Rajiv Gandhi International Airport,17.23
KRDM,US,RDM,-121.15,Roberts Field,44.25
SBPA,BR,POA,-51.17,Salgado Filho International Airport,-29.99
LESO,ES,EAS,-1.79,San Sebastian Airport,43.36
LEXJ,ES,SDR,-3.82,Santander Airport,43.43
ZGSZ,CN,SZX,113.81,Shenzhen Bao'an International Airport,22.64
SVMI,VE,CCS,-67,Simon Bolivar International Airport,10.6
EKSB,DK,SGD,9.79,Sonderborg Airport,54.96
ESSB,SE,BMA,17.94,Stockholm-Bromma Airport,59.36
ESKN,SE,NYO,16.92,Stockholm Skavsta Airport,58.79
YBSU,AU,MCY,153.09,Sunshine Coast Airport,-26.6
SBCF,BR,CNF,-43.97,Tancredo Neves International Airport,-19.63
LRTR,RO,TSR,21.33,Timisoara Traian Vuia International Airport,45.81
EFTU,FI,TKU,22.27,Turku Airport,60.51
LEVC,ES,VLC,-0.48,Valencia Airport,39.49
KHRL,US,HRL,-97.66,Valley International Airport,26.23
LOWW,AT,VIE,16.56,Vienna International Airport,48.12
KHPN,US,HPN,-73.71,Westchester County Airport,41.07
KNYL,US,YUM,-114.61,Yuma International Airport,32.66
UHSS,RU,UUS,142.73,Yuzhno-Sakhalinsk Airport,46.89
UDYZ,AM,EVN,44.4,Zvartnots International Airport,40.15
HTZA,TZ,ZNZ,39.22,Abeid Amani Karume International Airport,-6.22
KEWR,US,EWR,-74.17,Newark Liberty International Airport,40.69
SBCT,BR,CWB,-49.17,Curitiba Airport,-25.53
UATE,KZ,SCO,51.09,Aktau Airport,43.86
OPLA,PK,LHE,74.4,Allama Iqbal International Airport,31.52
SBMQ,BR,MCP,-51.07,Macapa-Alberto Alcolumbre International Airport,0.05
LEAL,ES,ALC,-0.56,Alicante-Elche Airport,38.28
PGUA,GU,UAM,144.93,USAF Andersen Air Force Base,13.58
LEAS,ES,OVD,-6.03,Asturias Airport,43.56
KAUO,US,AUO,-85.43,Auburn University Regional Airport,32.62
YMAV,AU,AVV,144.47,Avalon Airport,-38.04
MMLO,MX,BJX,-101.48,Del Bajio International Airport,20.99
VCBI,LK,CMB,79.88,Bandaranayake International Air Port,7.18
LRBS,RO,BBU,26.1,Bucharest Baneasa Aurel Vlaicu International Airport,44.5
KPAH,US,PAH,-88.77,Barkley Regional Airport,37.06
LFKB,FR,BIA,9.48,Bastia-Poretta,42.55
ZBAA,CN,PEK,116.59,Beijing Capital International Airport,40.08
LLBG,IL,TLV,34.88,Ben Gurion International Airport,32.01
OPRN,PK,ISB,73.1,Benazir Bhutto Air Base,33.62
EGNH,GB,BLK,-3.03,Blackpool Airport,53.77
ENBO,NO,BOO,14.37,Bodo Airport,67.27
EBCI,BE,CRL,4.45,Brussels South Charleroi Airport,50.46
DBBB,BJ,COO,2.38,Cotonou Airport,6.36
SBCG,BR,CGR,-54.67,Campo Grande International Airport,-20.46
MMUN,MX,CUN,-86.88,Cancun International Airport,21.04
MMVA,MX,VSA,-92.82,Carlos Rovirosa Perez International Airport,18
KAXN,US,AXN,-95.39,Chandler Field,45.87
ZGHA,CN,CSX,113.22,Changsha Huanghua International Airport,28.19
KPGD,US,PGD,-81.99,Charlotte County Airport,26.92
VTCC,TH,CNX,98.97,Chiang Mai International Airport,18.77
SVMC,VE,MAR,-71.73,La Chinita Internacional,10.56
ZUCK,CN,CKG,106.64,Chongqing Jiangbei International Airport,29.72
MMCZ,MX,CZM,-86.93,Cozumel International Airport,20.52
SBCZ,BR,CZS,-72.77,Cruzeiro do Sul International Airport,-7.59
KDAB,US,DAB,-81.06,Daytona Beach International Airport,29.18
LFRG,FR,DOL,0.16,Deauville - Saint-Gatien Airport,49.36
SBSV,BR,SSA,-38.33,"Salvador International Airport, Deputado Luis Eduardo Magalhaes",-12.91
EGAE,GB,LDY,-7.16,City of Derry Airport,55.04
DRRN,NE,NIM,2.18,Diori Hamani International Airport,13.48
OTBD,QA,DIA,51.57,Doha International Airport,25.26
LFGJ,FR,DLE,5.43,Dole-Jura Airport,47.04
VTBD,TH,DMK,100.61,Don Mueang International Airport,13.91
KEGE,US,EGE,-106.92,Eagle County Regional Airport,39.64
EHGG,NL,GRQ,6.58,Eelde Airport,53.12
KELP,US,ELP,-106.38,El Paso International Airport,31.8
SKMD,CO,EOH,-75.59,Enrique Olaya Herrera Airport,6.22
NTAA,PF,PPT,-149.61,Fa'a'a International Airport,-17.56
LIPR,IT,RMI,12.61,Federico Fellini International Airport,44.02
KFLG,US,FLG,-111.67,Flagstaff Pulliam Airport,35.14
TNCB,BQ,BON,-68.27,Flamingo International Airport,12.13
LPFL,PT,FLW,-31.14,Flores Airport,39.46
ZSFZ,CN,FOC,119.67,Fuzhou Changle International Airport,25.93
KGYY,US,GYY,-87.41,Gary/Chicago International Airport,41.62
MMVR,MX,VER,-96.19,General Heriberto Jara International Airport,19.14
MMMY,MX,MTY,-100.11,General Mariano Escobedo International Airport,25.78
MMCU,MX,CUU,-105.97,General Roberto Fierro Villalobos International Airport,28.7
RKSS,KR,GMP,126.8,Gimpo International Airport,37.56
KGJT,US,GJT,-108.53,Grand Junction Regional Airport,39.12
CYQM,CA,YQM,-64.68,Greater Moncton International Airport,46.11
ZGGG,CN,CAN,113.3,Guangzhou Baiyun International Airport,23.39
SBRF,BR,REC,-34.92,Recife/Guararapes-Gilberto Freyre International Airport,-8.13
ESMT,SE,HAD,12.82,Halmstad Airport,56.69
FLLI,ZM,LVI,25.82,Harry Mwanga Nkumbula International Airport,-17.82
SBFL,BR,FLN,-48.55,Florianopolis-Hercilio Luz International Airport,-27.67
LOWI,AT,INN,11.35,Innsbruck Airport,47.26
EGNS,IM,IOM,-4.63,Isle of Man Airport,54.08
MROC,CR,SJO,-84.21,Juan Santamaria International Airport,10
LKKV,CZ,KLV,12.92,Karlovy Vary Airport,50.2
ESOK,SE,KSD,13.34,Karlstad Airport,59.44
CYLW,CA,YLW,-119.38,Kelowna International Airport,49.95
UNEE,RU,KEJ,86.11,Kemerovo Airport,55.27
VOBL,IN,BLR,77.71,Kempegowda International Airport,13.2
KEYW,US,EYW,-81.76,Key West International Airport,24.56
UHHH,RU,KHV,135.18,Khabarovsk Novy Airport,48.53
FAKN,ZA,MQP,31.1,Kruger Mpumalanga International Airport,-25.38
WBGG,MY,KCH,110.34,Kuching International Airport,1.48
OKBK,KW,KWI,47.97,Kuwait International Airport,29.23
EGHC,GB,LEQ,-5.67,Land's End Airport,50.1
KLRD,US,LRD,-99.46,Laredo International Airport,27.54
MMTO,MX,TLC,-99.57,Licenciado Adolfo Lopez Mateos International Airport,19.34
MMMD,MX,MID,-89.66,Manuel Crescencio Rejon International Airport,20.94
ZSQD,CN,TAO,120.38,Qingdao Liuting International Airport,36.27
UKLL,UA,LWO,23.96,Lviv International Airport,49.81
VMMC,MO,MFM,113.59,Macau International Airport,22.15
SBSN,BR,STM,-54.79,Maestro Wilson Fonseca Airport,-2.42
KMHK,US,MHK,-96.67,Manhattan Regional Airport,39.14
SBSL,BR,SLZ,-44.23,Marechal Cunha Machado International Airport,-2.58
SBCY,BR,CGB,-56.12,Marechal Rondon International Airport,-15.65
KBFL,US,BFL,-119.06,Meadows Field Airport,35.43
EDJA,DE,FMM,10.24,Memmingen Allgau Airport,47.99
LEMH,ES,MAH,4.22,Menorca Airport,39.86
HKMO,KE,MBA,39.6,Mombasa Airport,-4.03
KMRY,US,MRY,-121.84,Monterey Regional Airport,36.59
KHZY,US,JFN,-80.7,Ashtabula County Airport,41.78
KFNL,US,FNL,-105.01,Fort Collins-Loveland Municipal Airport,40.45
KECP,US,ECP,-85.8,Northwest Florida Beaches International Airport,30.36
RJFO,JP,OIT,131.74,Oita Airport,33.48
RJOB,JP,OKJ,133.85,Okayama Airport,34.76
UNOO,RU,OMS,73.31,Tsentralny Airport,54.96
DFFD,BF,OUA,-1.51,Ouagadougou Airport,12.35
EGTK,GB,OXF,-1.32,London Oxford Airport,51.84
KEAT,US,EAT,-120.21,Pangborn Field,47.4
WAPP,ID,AMQ,128.09,Ambon Pattimura Airport,-3.71
UASP,KZ,PWQ,77.07,Pavlodar Airport,52.2
ULPB,RU,PES,34.15,Petrozavodsk Airport,61.88
TTPP,TT,POS,-61.34,Piarco International Airport,10.6
SBFZ,BR,FOR,-38.54,Pinto Martins - Fortaleza International Airport,-3.78
TFFR,GP,PTP,-61.53,Pointe-a-Pitre Le Raizet Airport,16.27
MMSP,MX,SLP,-100.93,Ponciano Arriaga International Airport,22.25
SAZN,AR,NQN,-68.15,Presidente Peron International Airport,-38.95
NZQN,NZ,ZQN,168.74,Queenstown Airport,-45.02
KAMA,US,AMA,-101.71,Rick Husband Amarillo International Airport,35.22
YBRK,AU,ROK,150.47,Rockhampton Airport,-23.38
KMFR,US,MFR,-122.87,Rogue Valley International - Medford Airport,42.37
SBUG,BR,URG,-57.04,Uruguaiana Aeroporto,-29.78
PGSN,MP,SPN,145.73,Francisco C. Ada International Airport,15.12
KSBY,US,SBY,-75.51,Salisbury-Ocean City-Wicomico Regional Airport,38.34
LTFH,TR,SZF,36.56,Samsun-Carsamba Airport,41.26
KSBD,US,SBD,-117.24,San Bernardino International Airport,34.1
ZJSY,CN,SYX,109.41,Sanya Phoenix International Airport,18.3
LQSA,BA,SJJ,18.33,Sarajevo International Airport,43.82
EHSE,NL,,4.55,Seppe Airport,51.55
ZSSS,CN,SHA,121.34,Shanghai Hongqiao International Airport,31.2
ZSPD,CN,PVG,121.8,Shanghai Pudong International Airport,31.15
KSHD,US,SHD,-78.9,Shenandoah Valley Regional Airport,38.26
UAII,KZ,CIT,69.48,Shymkent Airport,42.36
KSUX,US,SUX,-96.38,Sioux Gateway Airport/Col. Bud Day Field,42.4
SAMR,AR,AFA,-68.4,"San Rafael ""Santiago Germano"" Airport",-34.59
WIBB,ID,PKU,101.45,Sultan Syarif Kasim II International Airport,0.46
ESNN,SE,SDL,17.44,Sundsvall-Timra Airport,62.53
RCSS,TW,TSA,121.55,Taipei Songshan Airport,25.07
KTLH,US,TLH,-84.35,Tallahassee Regional Airport,30.4
UGTB,GE,TBS,44.95,Tbilisi International Airport,41.67
LATI,AL,TIA,19.72,Tirana International Airport Nene Tereza,41.42
RJOR,JP,TTJ,134.17,Tottori Airport,35.53
YBTL,AU,TSV,146.77,Townsville Airport,-19.25
VNKT,NP,KTM,85.36,Tribhuvan International Airport,27.7
ENTC,NO,TOS,18.91,"Tromso Airport, Langnes",69.68
KTUP,US,TUP,-88.77,Tupelo Regional Airport,34.26
ZWWW,CN,URC,87.47,Urumqi Diwopu International Airport,43.91
EKVG,FO,FAE,-7.27,Vagar Airport,62.07
SBBE,BR,BEL,-48.48,Belem/Val de Cans-Julio Cezar Ribeiro International Airport,-1.38
CYHC,CA,CXH,-123.12,Vancouver Harbour Seaplane Base,49.29
CYYJ,CA,YYJ,-123.43,Victoria International Airport,48.64
KBCB,US,BCB,-80.41,Virginia Tech/Montgomery Executive Airport,37.21
CYKF,CA,YKF,-80.38,Kitchener/Waterloo Airport,43.46
ZSAM,CN,XMN,118.13,Xiamen Gaoqi International Airport,24.54
KCOD,US,COD,-109.03,Yellowstone Regional Airport,44.52
RKJY,KR,RSU,127.62,Yeosu Airport,34.84
UKDE,UA,OZH,35.32,Zaporizhia International Airport,47.87
LEZG,ES,ZAZ,-1.03,Zaragoza Airport,41.67
UAKD,KZ,DZN,67.73,Zhezkazgan Airport,47.71
SBMO,BR,MCZ,-35.79,Maceio/Zumbi dos Palmares International Airport,-9.51
UNAA,RU,ABA,91.39,Abakan Airport,53.74
LTAF,TR,ADA,35.28,Adana Sakirpasa Airport,36.98
WARQ,ID,SOC,110.75,Adisumarmo International Airport,-7.51
WARJ,ID,JOG,110.43,Adisutjipto International Airport,-7.79
LFKJ,FR,AJA,8.8,Ajaccio Napoleon Bonaparte Airport,41.92
UATT,KZ,AKX,57.21,Aktobe International Airport,50.25
LGAL,GR,AXD,25.95,Alexandroupoli Airport,40.86
LEAM,ES,LEI,-2.37,Almeria Airport,36.85
URKA,RU,AAQ,37.35,Anapa Airport,45
KADW,US,ADW,-76.87,Joint Base Andrews,38.81
ESTA,SE,AGH,12.85,AEngelholm-Helsingborg Airport,56.3
LGRX,GR,GPA,21.43,Araxos Airport,38.15
SAOC,AR,RCU,-64.27,Rio Cuarto Airport,-33.09
ESNX,SE,AJR,19.28,Arvidsjaur Airport,65.59
SAZY,AR,CPC,-71.14,Chapelco - Aviador Carlos Campos Airport,-40.08
MMCL,MX,CUL,-107.47,Federal de Bachigualato International Airport,24.77
LEBZ,ES,BJZ,-6.82,Badajoz Airport,38.89
MMBT,MX,HUX,-96.25,Bahias de Huatulco International Airport,15.77
KBGR,US,BGR,-68.82,Bangor International Airport,44.81
LQBK,BA,BNX,17.3,Banja Luka International Airport,44.94
UGSB,GE,BUS,41.6,Batumi International Airport,41.61
OLBA,LB,BEY,35.49,Beirut International Airport,33.82
LFBZ,FR,BIQ,-1.53,Biarritz Pays Basque Airport,43.47
DAUB,DZ,BSK,5.74,Biskra Airport,34.79
SAOU,AR,LUQ,-66.36,Brigadier Mayor Cesar Raul Ojeda Airport,-33.27
WBSB,BN,BWN,114.93,Brunei International Airport,4.94
YSCB,AU,CBR,149.19,Canberra International Airport,-35.31
KCNY,US,CNY,-109.75,Canyonlands Field,38.76
SANL,AR,IRJ,-66.79,Capitan Vicente Almandos Almonacid Airport,-29.38
LTAY,TR,DNZ,29.7,Denizli Cardak Airport,37.79
SCIE,CL,CCP,-73.06,Carriel Sur Airport,-36.77
SANC,AR,CTC,-65.76,Catamarca Airport,-28.55
LGSA,GR,CHQ,24.15,Chania International Airport,35.53
KCHO,US,CHO,-78.45,Charlottesville Albemarle Airport,38.14
VILK,IN,LKO,80.89,Chaudhary Charan Singh International Airport,26.76
KJHW,US,JHW,-79.26,Chautauqua County-Jamestown Airport,42.15
UWKS,RU,CSY,47.35,Cheboksary Airport,56.09
SYCJ,GY,GEO,-58.25,Cheddi Jagan International Airport,6.5
ZUUU,CN,CTU,103.95,Chengdu Shuangliu International Airport,30.58
UKLN,UA,CWC,25.98,Chernivtsi International Airport,48.26
LGHI,GR,JKH,26.14,Chios Island National Airport,38.34
PTKK,FM,TKK,151.84,Chuuk International Airport,7.46
MMCE,MX,CME,-91.8,Ciudad del Carmen International Airport,18.65
SAZB,AR,BHI,-62.16,Comandante Espora Airport,-38.73
SAMM,AR,LGS,-69.57,Malargue Airport,-35.49
EKRK,DK,RKE,12.13,Roskilde Airport,55.59
LEBA,ES,ODB,-4.85,Cordoba Airport,37.84
SARC,AR,CNQ,-58.76,Corrientes International Airport,-27.45
LECO,ES,LCG,-8.38,A Coruna Airport,43.3
TIST,VI,STT,-64.97,Cyril E. King Airport,18.34
ZYTL,CN,DLC,121.54,Dalian Zhoushuizi International Airport,38.96
MRLB,CR,LIR,-85.54,Daniel Oduber Quiros International Airport,10.6
LGRP,GR,RHO,28.09,Rhodes International Airport,36.4
KDPA,US,DPA,-88.25,DuPage Airport,41.91
UTDD,TJ,DYU,68.82,Dushanbe Airport,38.55
WATT,ID,KOE,123.67,El Tari Airport,-10.17
SCTE,CL,PMC,-73.1,El Tepual Airport,-41.44
LTCE,TR,ERZ,41.17,Erzurum Airport,39.96
EKEB,DK,EBJ,8.55,Esbjerg Airport,55.52
EGLF,GB,FAB,-0.77,Farnborough Airport,51.28
SARF,AR,FMA,-58.23,Formosa Aerodrome,-26.21
CYMM,CA,YMM,-111.22,Fort McMurray Airport,56.65
OMFJ,AE,FJR,56.33,Fujairah International Airport,25.11
VRMG,MV,GAN,73.16,Gan International Airport,-0.69
LTAJ,TR,GZT,37.48,Gaziantep Oguzeli International Airport,36.95
MMTM,MX,TAM,-97.87,General Francisco Javier Mina International Airport,22.29
MMDO,MX,DGO,-104.53,Durango International Airport,24.12
MMHO,MX,HMO,-111.05,General Ignacio Pesqueira Garcia International Airport,29.09
SAZG,AR,GPO,-63.76,General Pico Airport,-35.7
SAAP,AR,PRA,-60.48,Parana Airport,-31.79
KGGE,US,GGE,-79.31,Georgetown County Airport,33.34
LXGB,GI,GIB,-5.35,Gibraltar International Airport,36.15
